dose,state,year,age,val
"≥1 Dose, Females",Michigan,2010,13-17 Years,49.4
"≥1 Dose, Females",Michigan,2015,13-17 Years,67.6
"≥1 Dose, Females",Michigan,2014,13-17 Years,58.0
"≥1 Dose, Females",Michigan,2013,13-17 Years,66.0
"≥1 Dose, Females",Michigan,2012,13-17 Years,48.1
"Up-to-Date, Males and Females",Michigan,2022,13-17 Years,62.2
"Up-to-Date, Males and Females",Michigan,2021,13-17 Years,64.7
"Up-to-Date, Males and Females",Michigan,2020,13-17 Years,61.3
"Up-to-Date, Males and Females",Michigan,2019,13-17 Years,59.4
"Up-to-Date, Males and Females",Michigan,2016,13-17 Years,44.8
"≥2 Doses, Males",Michigan,2019,13-17 Years,63.7
"Up-to-Date, Males and Females",Michigan,2017,13-17 Years,54.3
"Up-to-Date, Males and Females",Michigan,2018,13-17 Years,55.0
"≥2 Doses, Males",Michigan,2016,13-17 Years,40.5
"≥2 Doses, Males",Michigan,2017,13-17 Years,52.8
"≥2 Doses, Males",Michigan,2018,13-17 Years,58.2
"≥2 Doses, Males",Michigan,2013,13-17 Years,16.8
"≥2 Doses, Males",Michigan,2014,13-17 Years,31.9
"≥2 Doses, Males",Michigan,2015,13-17 Years,40.2
"≥2 Doses, Females",Michigan,2019,13-17 Years,57.8
"≥2 Doses, Females",Michigan,2018,13-17 Years,62.5
"≥2 Doses, Females",Michigan,2014,13-17 Years,50.9
"≥2 Doses, Females",Michigan,2015,13-17 Years,56.9
"≥2 Doses, Females",Michigan,2016,13-17 Years,59.7
"≥2 Doses, Females",Michigan,2017,13-17 Years,63.5
"≥1 Dose, Females",Michigan,2009,13-17 Years,39.0
"≥1 Dose, Females",Michigan,2008,13-17 Years,32.3
"≥1 Dose, Males",Michigan,2021,13-17 Years,77.2
"≥1 Dose, Males",Michigan,2020,13-17 Years,75.9
"≥1 Dose, Males",Michigan,2017,13-17 Years,63.8
"≥2 Doses, Males and Females",Michigan,2019,13-17 Years,60.8
"≥1 Dose, Males",Michigan,2013,13-17 Years,30.0
"≥1 Dose, Males",Michigan,2014,13-17 Years,39.8
"≥1 Dose, Males",Michigan,2015,13-17 Years,52.3
"≥1 Dose, Males",Michigan,2016,13-17 Years,52.5
"≥2 Doses, Females",Michigan,2009,13-17 Years,29.2
"≥2 Doses, Females",Michigan,2010,13-17 Years,39.1
"≥2 Doses, Females",Michigan,2011,13-17 Years,48.2
"≥2 Doses, Females",Michigan,2013,13-17 Years,49.4
"≥2 Doses, Females",Michigan,2012,13-17 Years,39.2
"≥1 Dose, Males and Females",Michigan,2019,13-17 Years,73.7
"≥1 Dose, Males and Females",Michigan,2022,13-17 Years,76.3
"≥1 Dose, Males and Females",Michigan,2021,13-17 Years,79.0
"≥1 Dose, Males and Females",Michigan,2020,13-17 Years,76.9
"≥1 Dose, Males",Michigan,2019,13-17 Years,75.2
"≥1 Dose, Males",Michigan,2022,13-17 Years,70.5
"≥1 Dose, Females",Michigan,2022,13-17 Years,82.5
"≥1 Dose, Females",Michigan,2021,13-17 Years,80.8
"≥1 Dose, Females",Michigan,2020,13-17 Years,78.1
"≥1 Dose, Females",Michigan,2019,13-17 Years,72.2
"≥2 Doses, Males and Females",Michigan,2018,13-17 Years,60.3
"≥1 Dose, Males",Michigan,2018,13-17 Years,68.6
"≥2 Doses, Males and Females",Michigan,2016,13-17 Years,49.9
"≥2 Doses, Males and Females",Michigan,2017,13-17 Years,58.1
"≥1 Dose, Males",Michigan,2012,13-17 Years,13.1
"≥1 Dose, Females",Michigan,2016,13-17 Years,70.5
"≥1 Dose, Females",Michigan,2017,13-17 Years,71.0
"≥1 Dose, Females",Michigan,2018,13-17 Years,76.4
"≥2 Doses, Females",Michigan,2008,13-17 Years,22.1
"≥1 Dose, Males and Females",Michigan,2018,13-17 Years,72.5
"≥1 Dose, Males and Females",Michigan,2016,13-17 Years,61.3
"≥1 Dose, Males and Females",Michigan,2017,13-17 Years,67.3
"Up-to-Date, Females",Iowa,2023,13-17 Years,69.8
"Up-to-Date, Males",Iowa,2023,13-17 Years,66.6
"Up-to-Date, Males and Females",Iowa,2023,13-17 Years,68.2
"≥1 Dose, Females",Iowa,2023,13-17 Years,86.1
"≥1 Dose, Males and Females",Iowa,2023,13-17 Years,84.4
"≥1 Dose, Males",Iowa,2023,13-17 Years,82.9
"≥2 Doses, Males and Females",Iowa,2022,13-17 Years,75.9
"≥2 Doses, Males",Iowa,2022,13-17 Years,75.4
"≥2 Doses, Females",Iowa,2022,13-17 Years,76.3
"≥3 Doses, Males and Females",Iowa,2012,13-17 Years,21.8
"≥3 Doses, Males and Females",Iowa,2011,13-17 Years,20.4
"≥3 Doses, Males and Females",Iowa,2013,13-17 Years,27.4
"≥3 Doses, Males and Females",Iowa,2015,13-17 Years,36.6
"≥3 Doses, Males and Females",Iowa,2014,13-17 Years,27.9
"≥3 Doses, Females",Iowa,2010,13-17 Years,36.2
"≥3 Doses, Females",Iowa,2011,13-17 Years,40.7
"≥3 Doses, Females",Iowa,2015,13-17 Years,49.8
"≥3 Doses, Females",Iowa,2008,13-17 Years,26.8
"≥3 Doses, Females",Iowa,2009,13-17 Years,32.7
"≥3 Doses, Females",Iowa,2012,13-17 Years,35.6
"≥3 Doses, Females",Iowa,2013,13-17 Years,41.9
"≥3 Doses, Females",Iowa,2014,13-17 Years,37.6
"≥3 Doses, Males",Iowa,2013,13-17 Years,13.7
"≥3 Doses, Males",Iowa,2015,13-17 Years,23.9
"≥3 Doses, Males",Iowa,2014,13-17 Years,18.7
"≥1 Dose, Males",Louisiana,2023,13-17 Years,75.6
"≥1 Dose, Males and Females",Louisiana,2023,13-17 Years,78.1
"≥1 Dose, Females",Louisiana,2023,13-17 Years,80.7
"Up-to-Date, Males and Females",Louisiana,2023,13-17 Years,66.2
"Up-to-Date, Males",Louisiana,2023,13-17 Years,65.6
"Up-to-Date, Females",Louisiana,2023,13-17 Years,66.8
"≥2 Doses, Males",Louisiana,2022,13-17 Years,66.2
"≥2 Doses, Males and Females",Louisiana,2022,13-17 Years,69.5
"≥2 Doses, Females",Louisiana,2022,13-17 Years,72.9
"≥1 Dose, Males",Louisiana,2021,13-17 Years,82.6
"≥1 Dose, Males",Louisiana,2020,13-17 Years,73.5
"≥1 Dose, Males",Louisiana,2018,13-17 Years,64.0
"≥1 Dose, Males",Louisiana,2012,13-17 Years,20.6
"≥1 Dose, Males",Louisiana,2019,13-17 Years,71.4
"≥2 Doses, Males and Females",Louisiana,2018,13-17 Years,52.0
"≥1 Dose, Females",Louisiana,2022,13-17 Years,81.6
"≥1 Dose, Males",Louisiana,2011,13-17 Years,15.8
"≥1 Dose, Females",Louisiana,2021,13-17 Years,79.6
"≥1 Dose, Females",Louisiana,2020,13-17 Years,77.1
"≥2 Doses, Males and Females",Louisiana,2016,13-17 Years,49.7
"≥2 Doses, Males and Females",Louisiana,2017,13-17 Years,55.8
"≥1 Dose, Males",Louisiana,2017,13-17 Years,64.6
"≥1 Dose, Males",Louisiana,2016,13-17 Years,51.5
"≥1 Dose, Males",Louisiana,2015,13-17 Years,49.5
"≥1 Dose, Males",Louisiana,2014,13-17 Years,44.7
"≥1 Dose, Males",Louisiana,2013,13-17 Years,27.0
"≥1 Dose, Females",Louisiana,2009,13-17 Years,48.6
"≥2 Doses, Males and Females",Louisiana,2019,13-17 Years,62.7
"≥1 Dose, Females",Louisiana,2008,13-17 Years,36.6
"≥1 Dose, Females",Louisiana,2010,13-17 Years,54.2
"≥1 Dose, Females",Louisiana,2011,13-17 Years,63.0
"≥1 Dose, Females",Louisiana,2012,13-17 Years,62.1
"≥1 Dose, Females",Louisiana,2013,13-17 Years,59.8
"≥1 Dose, Females",Louisiana,2014,13-17 Years,53.2
"≥1 Dose, Females",Louisiana,2015,13-17 Years,60.3
"≥1 Dose, Females",Louisiana,2016,13-17 Years,69.9
"≥1 Dose, Females",Louisiana,2017,13-17 Years,73.8
"≥1 Dose, Females",Louisiana,2018,13-17 Years,70.4
"≥1 Dose, Females",Louisiana,2019,13-17 Years,76.6
"≥2 Doses, Females",Louisiana,2011,13-17 Years,52.1
"≥2 Doses, Females",Louisiana,2010,13-17 Years,46.9
"≥2 Doses, Females",Louisiana,2009,13-17 Years,36.2
"≥1 Dose, Males and Females",Louisiana,2018,13-17 Years,67.2
"≥2 Doses, Females",Louisiana,2008,13-17 Years,27.5
"≥1 Dose, Males and Females",Louisiana,2016,13-17 Years,60.5
"≥1 Dose, Males and Females",Louisiana,2017,13-17 Years,69.1
"≥1 Dose, Males and Females",Louisiana,2019,13-17 Years,73.9
"≥1 Dose, Males",Louisiana,2022,13-17 Years,78.2
"≥2 Doses, Females",Louisiana,2012,13-17 Years,52.6
"≥2 Doses, Females",Louisiana,2013,13-17 Years,54.1
"≥1 Dose, Males and Females",Louisiana,2022,13-17 Years,79.8
"≥1 Dose, Males and Females",Louisiana,2021,13-17 Years,81.1
"≥1 Dose, Males and Females",Louisiana,2020,13-17 Years,75.3
"≥2 Doses, Females",Louisiana,2016,13-17 Years,58.8
"≥2 Doses, Females",Louisiana,2017,13-17 Years,66.6
"≥2 Doses, Females",Louisiana,2015,13-17 Years,53.3
"≥2 Doses, Females",Louisiana,2014,13-17 Years,43.8
"≥2 Doses, Females",Louisiana,2018,13-17 Years,59.1
"≥2 Doses, Females",Louisiana,2019,13-17 Years,61.7
"≥3 Doses, Males and Females",Louisiana,2014,13-17 Years,29.8
"≥3 Doses, Males and Females",Louisiana,2015,13-17 Years,34.8
"≥3 Doses, Males and Females",Louisiana,2013,13-17 Years,27.5
"≥3 Doses, Males and Females",Louisiana,2011,13-17 Years,18.8
"≥3 Doses, Males and Females",Louisiana,2012,13-17 Years,23.7
"≥2 Doses, Males",Louisiana,2012,13-17 Years,12.6
"≥2 Doses, Males",Louisiana,2011,13-17 Years,7.4
"≥2 Doses, Males",Louisiana,2014,13-17 Years,32.2
"≥2 Doses, Males",Louisiana,2013,13-17 Years,20.5
"≥2 Doses, Males",Louisiana,2018,13-17 Years,45.2
"≥2 Doses, Males",Louisiana,2016,13-17 Years,40.9
"≥2 Doses, Males",Louisiana,2017,13-17 Years,45.4
"≥2 Doses, Males",Louisiana,2015,13-17 Years,39.1
"Up-to-Date, Males and Females",Louisiana,2016,13-17 Years,41.8
"Up-to-Date, Males and Females",Louisiana,2018,13-17 Years,46.7
"Up-to-Date, Males and Females",Louisiana,2017,13-17 Years,52.9
"Up-to-Date, Males and Females",Louisiana,2019,13-17 Years,59.5
"≥2 Doses, Males",Louisiana,2019,13-17 Years,63.6
"Up-to-Date, Males and Females",Louisiana,2020,13-17 Years,60.4
"Up-to-Date, Males and Females",Louisiana,2022,13-17 Years,67.3
"Up-to-Date, Males and Females",Louisiana,2021,13-17 Years,63.9
"≥3 Doses, Females",Louisiana,2009,13-17 Years,29.8
"≥3 Doses, Females",Louisiana,2008,13-17 Years,16.5
"≥3 Doses, Females",Louisiana,2010,13-17 Years,39.3
"≥3 Doses, Females",Louisiana,2015,13-17 Years,39.3
"≥3 Doses, Females",Louisiana,2014,13-17 Years,38.4
"≥3 Doses, Females",Louisiana,2013,13-17 Years,42.1
"≥3 Doses, Males",Louisiana,2013,13-17 Years,13.5
"≥3 Doses, Males",Louisiana,2014,13-17 Years,21.5
"≥3 Doses, Males",Louisiana,2015,13-17 Years,30.5
"≥3 Doses, Females",Louisiana,2011,13-17 Years,36.3
"≥3 Doses, Females",Louisiana,2012,13-17 Years,40.5
"Up-to-Date, Males",New York,2021,13-17 Years,61.5
"Up-to-Date, Males",New York,2022,13-17 Years,72.3
"Up-to-Date, Males",New York,2018,13-17 Years,58.1
"Up-to-Date, Males",New York,2017,13-17 Years,49.1
"Up-to-Date, Males",New York,2020,13-17 Years,66.8
"Up-to-Date, Males",New York,2019,13-17 Years,54.5
"Up-to-Date, Males",New York,2016,13-17 Years,50.3
"Up-to-Date, Females",New York,2018,13-17 Years,56.4
"Up-to-Date, Females",New York,2019,13-17 Years,59.7
"Up-to-Date, Females",New York,2020,13-17 Years,69.4
"Up-to-Date, Females",New York,2022,13-17 Years,69.0
"Up-to-Date, Females",New York,2021,13-17 Years,67.5
"Up-to-Date, Females",New York,2017,13-17 Years,58.2
"Up-to-Date, Females",New York,2016,13-17 Years,61.3
"≥2 Doses, Males",New York,2015,13-17 Years,49.4
"≥2 Doses, Males",New York,2014,13-17 Years,38.2
"≥2 Doses, Males",New York,2013,13-17 Years,29.3
"≥2 Doses, Males",New York,2012,13-17 Years,12.3
"≥2 Doses, Males",New York,2016,13-17 Years,55.6
"≥2 Doses, Males",New York,2017,13-17 Years,52.7
"≥2 Doses, Males",New York,2018,13-17 Years,59.4
"≥2 Doses, Females",New York,2019,13-17 Years,64.0
"≥2 Doses, Females",New York,2014,13-17 Years,47.2
"≥2 Doses, Females",New York,2015,13-17 Years,56.4
"≥2 Doses, Females",New York,2016,13-17 Years,67.2
"≥2 Doses, Females",New York,2017,13-17 Years,61.8
"≥2 Doses, Females",New York,2018,13-17 Years,59.4
"≥1 Dose, Males and Females",New York,2022,13-17 Years,81.8
"≥1 Dose, Males and Females",New York,2021,13-17 Years,75.9
"≥1 Dose, Males and Females",New York,2020,13-17 Years,79.1
"≥2 Doses, Females",New York,2009,13-17 Years,43.8
"≥2 Doses, Females",New York,2010,13-17 Years,48.1
"≥2 Doses, Females",New York,2011,13-17 Years,41.5
"≥1 Dose, Males and Females",New York,2018,13-17 Years,67.3
"≥1 Dose, Males and Females",New York,2019,13-17 Years,70.8
"≥1 Dose, Females",New York,2015,13-17 Years,62.3
"≥1 Dose, Females",New York,2014,13-17 Years,58.8
"≥1 Dose, Females",New York,2013,13-17 Years,61.7
"≥1 Dose, Females",New York,2012,13-17 Years,56.0
"≥1 Dose, Females",New York,2011,13-17 Years,46.6
"≥1 Dose, Females",New York,2010,13-17 Years,56.2
"≥1 Dose, Females",New York,2008,13-17 Years,50.2
"≥1 Dose, Females",New York,2009,13-17 Years,48.8
"≥2 Doses, Males and Females",New York,2019,13-17 Years,60.5
"≥1 Dose, Males",New York,2019,13-17 Years,68.2
"≥1 Dose, Males",New York,2017,13-17 Years,66.0
"≥1 Dose, Males",New York,2013,13-17 Years,38.6
"≥1 Dose, Males",New York,2014,13-17 Years,49.8
"≥1 Dose, Males",New York,2015,13-17 Years,60.3
"≥1 Dose, Males",New York,2016,13-17 Years,68.2
"≥2 Doses, Males and Females",New York,2016,13-17 Years,61.3
"≥2 Doses, Males and Females",New York,2017,13-17 Years,57.1
"≥1 Dose, Males",New York,2011,13-17 Years,6.4
"≥1 Dose, Females",New York,2022,13-17 Years,81.6
"≥1 Dose, Females",New York,2021,13-17 Years,79.9
"≥1 Dose, Females",New York,2020,13-17 Years,81.1
"≥1 Dose, Females",New York,2019,13-17 Years,73.5
"≥2 Doses, Males and Females",New York,2018,13-17 Years,59.4
"≥1 Dose, Males",New York,2018,13-17 Years,67.2
"≥1 Dose, Males",New York,2021,13-17 Years,72.2
"≥1 Dose, Males",New York,2020,13-17 Years,77.2
"≥1 Dose, Males",New York,2012,13-17 Years,17.9
"≥1 Dose, Females",New York,2018,13-17 Years,67.3
"≥1 Dose, Females",New York,2016,13-17 Years,75.0
"≥1 Dose, Females",New York,2017,13-17 Years,71.2
"≥1 Dose, Males",New York,2022,13-17 Years,82.0
"≥1 Dose, Males and Females",New York,2016,13-17 Years,71.5
"≥1 Dose, Males and Females",New York,2017,13-17 Years,68.5
"≥2 Doses, Females",New York,2013,13-17 Years,55.6
"≥2 Doses, Females",New York,2012,13-17 Years,50.5
"≥2 Doses, Females",New York,2008,13-17 Years,42.0
"≥3 Doses, Males",New York,2014,13-17 Years,28.5
"≥3 Doses, Males",New York,2015,13-17 Years,38.1
"≥3 Doses, Males",New York,2013,13-17 Years,19.1
"≥3 Doses, Females",New York,2008,13-17 Years,29.2
"≥3 Doses, Females",New York,2009,13-17 Years,33.8
"≥3 Doses, Females",New York,2015,13-17 Years,47.3
"≥3 Doses, Females",New York,2010,13-17 Years,39.7
"≥3 Doses, Females",New York,2013,13-17 Years,45.4
"≥3 Doses, Females",New York,2014,13-17 Years,40.1
"≥3 Doses, Females",New York,2011,13-17 Years,34.2
"≥3 Doses, Females",New York,2012,13-17 Years,39.7
"Up-to-Date, Males and Females",New York,2022,13-17 Years,70.7
"Up-to-Date, Males and Females",New York,2021,13-17 Years,64.4
"Up-to-Date, Males and Females",New York,2020,13-17 Years,68.1
"Up-to-Date, Males and Females",New York,2019,13-17 Years,57.0
"≥2 Doses, Males",New York,2019,13-17 Years,57.1
"Up-to-Date, Males and Females",New York,2016,13-17 Years,55.7
"≥2 Doses, Males and Females",New York,2022,13-17 Years,71.5
"≥2 Doses, Males",New York,2022,13-17 Years,73.9
"Up-to-Date, Males and Females",New York,2017,13-17 Years,53.6
"Up-to-Date, Males and Females",New York,2018,13-17 Years,57.3
"Up-to-Date, Females",Idaho,2023,13-17 Years,57.9
"≥1 Dose, Males",Idaho,2023,13-17 Years,72.9
"Up-to-Date, Males and Females",Idaho,2023,13-17 Years,53.4
"≥1 Dose, Males and Females",Idaho,2023,13-17 Years,71.5
"Up-to-Date, Males",Idaho,2023,13-17 Years,49.2
"≥1 Dose, Females",Idaho,2023,13-17 Years,70.1
"≥2 Doses, Males",Idaho,2022,13-17 Years,59.7
"≥2 Doses, Females",Idaho,2022,13-17 Years,75.9
"≥2 Doses, Males and Females",Idaho,2022,13-17 Years,67.5
"≥3 Doses, Males and Females",Idaho,2011,13-17 Years,15.3
"≥3 Doses, Males and Females",Idaho,2012,13-17 Years,15.9
"≥3 Doses, Males and Females",Idaho,2014,13-17 Years,27.4
"≥3 Doses, Males and Females",Idaho,2015,13-17 Years,28.3
"≥3 Doses, Males and Females",Idaho,2013,13-17 Years,19.7
"Up-to-Date, Females",Washington,2023,13-17 Years,63.2
"≥1 Dose, Females",Washington,2023,13-17 Years,79.5
"Up-to-Date, Males",Washington,2023,13-17 Years,67.0
"≥1 Dose, Males and Females",Washington,2023,13-17 Years,81.8
"Up-to-Date, Males and Females",Washington,2023,13-17 Years,65.2
"≥1 Dose, Males",Washington,2023,13-17 Years,84.0
"≥1 Dose, Females",West Virginia,2014,13-17 Years,58.0
"≥1 Dose, Females",West Virginia,2013,13-17 Years,49.7
"≥1 Dose, Females",West Virginia,2012,13-17 Years,45.2
"≥1 Dose, Females",West Virginia,2010,13-17 Years,42.4
"≥1 Dose, Females",West Virginia,2011,13-17 Years,50.6
"≥3 Doses, Males",West Virginia,2014,13-17 Years,23.5
"≥3 Doses, Males",West Virginia,2015,13-17 Years,27.1
"≥3 Doses, Males",West Virginia,2013,13-17 Years,15.1
"≥3 Doses, Females",West Virginia,2011,13-17 Years,28.6
"≥3 Doses, Females",West Virginia,2012,13-17 Years,36.1
"≥3 Doses, Females",West Virginia,2014,13-17 Years,40.0
"≥3 Doses, Females",West Virginia,2013,13-17 Years,38.4
"Up-to-Date, Males and Females",West Virginia,2017,13-17 Years,43.9
"Up-to-Date, Males and Females",West Virginia,2018,13-17 Years,42.9
"Up-to-Date, Males and Females",West Virginia,2021,13-17 Years,56.4
"≥2 Doses, Males",West Virginia,2019,13-17 Years,46.0
"Up-to-Date, Males and Females",West Virginia,2016,13-17 Years,41.2
"≥3 Doses, Females",West Virginia,2010,13-17 Years,25.3
"≥3 Doses, Females",West Virginia,2008,13-17 Years,17.1
"≥3 Doses, Females",West Virginia,2009,13-17 Years,27.0
"≥3 Doses, Females",West Virginia,2015,13-17 Years,39.2
"≥2 Doses, Males and Females",West Virginia,2016,13-17 Years,45.5
"≥2 Doses, Males and Females",West Virginia,2017,13-17 Years,48.2
"≥1 Dose, Males",West Virginia,2011,13-17 Years,6.9
"≥1 Dose, Females",West Virginia,2022,13-17 Years,71.9
"≥1 Dose, Females",West Virginia,2020,13-17 Years,63.6
"≥2 Doses, Males and Females",West Virginia,2018,13-17 Years,49.5
"≥1 Dose, Males",West Virginia,2014,13-17 Years,42.7
"≥1 Dose, Males",West Virginia,2013,13-17 Years,29.4
"≥1 Dose, Males",West Virginia,2015,13-17 Years,45.3
"≥1 Dose, Males",West Virginia,2016,13-17 Years,50.0
"≥1 Dose, Females",West Virginia,2021,13-17 Years,81.8
"≥1 Dose, Females",West Virginia,2019,13-17 Years,67.5
"≥2 Doses, Males and Females",West Virginia,2019,13-17 Years,49.4
"≥1 Dose, Females",West Virginia,2008,13-17 Years,33.6
"≥1 Dose, Females",West Virginia,2009,13-17 Years,38.5
"≥1 Dose, Males and Females",West Virginia,2017,13-17 Years,60.9
"≥1 Dose, Males",West Virginia,2020,13-17 Years,56.1
"≥1 Dose, Males",West Virginia,2017,13-17 Years,54.7
"≥1 Dose, Males",West Virginia,2012,13-17 Years,18.3
"≥1 Dose, Males",West Virginia,2018,13-17 Years,53.7
"≥1 Dose, Males",West Virginia,2019,13-17 Years,62.0
"≥2 Doses, Females",West Virginia,2013,13-17 Years,43.6
"≥2 Doses, Females",West Virginia,2012,13-17 Years,41.2
"≥1 Dose, Males and Females",West Virginia,2016,13-17 Years,54.2
"≥1 Dose, Females",West Virginia,2015,13-17 Years,62.0
"≥1 Dose, Females",West Virginia,2016,13-17 Years,58.5
"≥1 Dose, Females",West Virginia,2017,13-17 Years,67.5
"≥1 Dose, Females",West Virginia,2018,13-17 Years,69.3
"≥2 Doses, Females",West Virginia,2009,13-17 Years,31.6
"≥2 Doses, Females",West Virginia,2011,13-17 Years,45.0
"≥2 Doses, Females",West Virginia,2010,13-17 Years,35.2
"≥2 Doses, Females",West Virginia,2008,13-17 Years,24.3
"≥1 Dose, Males",West Virginia,2022,13-17 Years,68.0
"≥1 Dose, Males",West Virginia,2021,13-17 Years,59.8
"≥1 Dose, Males and Females",West Virginia,2018,13-17 Years,61.3
"≥1 Dose, Males and Females",West Virginia,2019,13-17 Years,64.7
"≥1 Dose, Males and Females",West Virginia,2022,13-17 Years,69.9
"≥1 Dose, Males and Females",West Virginia,2020,13-17 Years,59.7
"≥2 Doses, Females",West Virginia,2014,13-17 Years,48.3
"≥2 Doses, Females",West Virginia,2015,13-17 Years,49.7
"≥2 Doses, Females",West Virginia,2016,13-17 Years,52.9
"≥2 Doses, Females",West Virginia,2017,13-17 Years,53.7
"≥1 Dose, Males and Females",West Virginia,2021,13-17 Years,70.5
"≥2 Doses, Females",West Virginia,2018,13-17 Years,58.5
"≥2 Doses, Males",West Virginia,2016,13-17 Years,38.4
"≥2 Doses, Males",West Virginia,2017,13-17 Years,42.9
"≥2 Doses, Males",West Virginia,2018,13-17 Years,41.0
"≥2 Doses, Females",West Virginia,2019,13-17 Years,53.0
"≥2 Doses, Males",West Virginia,2015,13-17 Years,36.6
"≥2 Doses, Males",West Virginia,2013,13-17 Years,19.2
"≥2 Doses, Males",West Virginia,2014,13-17 Years,28.8
"≥3 Doses, Males and Females",West Virginia,2012,13-17 Years,19.4
"≥3 Doses, Males and Females",West Virginia,2011,13-17 Years,14.8
"≥3 Doses, Males and Females",West Virginia,2015,13-17 Years,33.0
"≥3 Doses, Males and Females",West Virginia,2014,13-17 Years,31.6
"≥3 Doses, Males and Females",West Virginia,2013,13-17 Years,26.5
"Up-to-Date, Males",West Virginia,2017,13-17 Years,39.3
"Up-to-Date, Males",West Virginia,2020,13-17 Years,38.9
"Up-to-Date, Males",West Virginia,2018,13-17 Years,33.5
"Up-to-Date, Males",West Virginia,2022,13-17 Years,41.2
"Up-to-Date, Males and Females",West Virginia,2020,13-17 Years,43.4
"Up-to-Date, Males and Females",West Virginia,2022,13-17 Years,51.5
"Up-to-Date, Males and Females",West Virginia,2019,13-17 Years,47.4
"Up-to-Date, Males",West Virginia,2019,13-17 Years,43.8
"Up-to-Date, Females",West Virginia,2020,13-17 Years,48.2
"Up-to-Date, Females",West Virginia,2021,13-17 Years,67.3
"Up-to-Date, Females",West Virginia,2022,13-17 Years,62.4
"Up-to-Date, Females",West Virginia,2016,13-17 Years,49.7
"Up-to-Date, Females",West Virginia,2019,13-17 Years,51.3
"Up-to-Date, Females",West Virginia,2018,13-17 Years,52.9
"Up-to-Date, Females",West Virginia,2017,13-17 Years,48.6
"Up-to-Date, Males",West Virginia,2021,13-17 Years,46.1
"Up-to-Date, Males",West Virginia,2016,13-17 Years,33.0
"Up-to-Date, Males",Massachusetts,2016,13-17 Years,51.4
"Up-to-Date, Females",Massachusetts,2018,13-17 Years,66.6
"Up-to-Date, Females",Massachusetts,2019,13-17 Years,74.0
"Up-to-Date, Females",Massachusetts,2020,13-17 Years,74.7
"Up-to-Date, Females",Massachusetts,2017,13-17 Years,67.4
"Up-to-Date, Females",Massachusetts,2016,13-17 Years,62.0
"Up-to-Date, Males",Massachusetts,2021,13-17 Years,72.0
"Up-to-Date, Males",Massachusetts,2018,13-17 Years,70.6
"Up-to-Date, Males",Massachusetts,2017,13-17 Years,63.7
"Up-to-Date, Males",Massachusetts,2020,13-17 Years,72.1
"Up-to-Date, Males",Massachusetts,2019,13-17 Years,74.6
"Up-to-Date, Males",Massachusetts,2022,13-17 Years,77.8
"Up-to-Date, Females",Massachusetts,2021,13-17 Years,78.1
"Up-to-Date, Females",Massachusetts,2022,13-17 Years,76.3
"≥1 Dose, Females",Massachusetts,2008,13-17 Years,53.3
"≥1 Dose, Females",Massachusetts,2015,13-17 Years,73.5
"≥1 Dose, Females",Massachusetts,2014,13-17 Years,69.0
"≥1 Dose, Females",Massachusetts,2013,13-17 Years,62.3
"≥1 Dose, Females",Massachusetts,2012,13-17 Years,69.3
"≥1 Dose, Females",Massachusetts,2011,13-17 Years,61.1
"≥1 Dose, Females",Massachusetts,2010,13-17 Years,65.9
"≥1 Dose, Females",Massachusetts,2009,13-17 Years,69.0
"≥2 Doses, Males and Females",Massachusetts,2019,13-17 Years,76.7
"≥1 Dose, Males",Massachusetts,2017,13-17 Years,78.5
"≥1 Dose, Males",Massachusetts,2013,13-17 Years,52.8
"≥1 Dose, Males",Massachusetts,2014,13-17 Years,54.3
"≥1 Dose, Males",Massachusetts,2015,13-17 Years,63.0
"≥1 Dose, Males",Massachusetts,2016,13-17 Years,65.5
"≥1 Dose, Males",Massachusetts,2019,13-17 Years,86.0
"≥2 Doses, Males and Females",Massachusetts,2016,13-17 Years,63.4
"≥2 Doses, Males and Females",Massachusetts,2017,13-17 Years,69.0
"≥1 Dose, Females",Massachusetts,2020,13-17 Years,85.1
"≥1 Dose, Females",Massachusetts,2021,13-17 Years,90.4
"≥1 Dose, Females",Massachusetts,2022,13-17 Years,86.7
"≥1 Dose, Females",Massachusetts,2019,13-17 Years,89.8
"≥2 Doses, Males and Females",Massachusetts,2018,13-17 Years,71.8
"≥1 Dose, Males",Massachusetts,2018,13-17 Years,87.6
"≥1 Dose, Males",Massachusetts,2020,13-17 Years,89.7
"≥1 Dose, Males",Massachusetts,2021,13-17 Years,88.2
"≥1 Dose, Males",Massachusetts,2012,13-17 Years,25.5
"≥1 Dose, Females",Massachusetts,2018,13-17 Years,82.8
"≥1 Dose, Females",Massachusetts,2016,13-17 Years,77.6
"≥1 Dose, Females",Massachusetts,2017,13-17 Years,85.4
"Up-to-Date, Males and Females",Massachusetts,2021,13-17 Years,75.0
"Up-to-Date, Males and Females",Massachusetts,2022,13-17 Years,77.1
"Up-to-Date, Males and Females",Massachusetts,2020,13-17 Years,73.4
"≥2 Doses, Males",Massachusetts,2019,13-17 Years,77.1
"Up-to-Date, Males and Females",Massachusetts,2016,13-17 Years,56.6
"Up-to-Date, Males and Females",Massachusetts,2017,13-17 Years,65.5
"Up-to-Date, Males and Females",Massachusetts,2018,13-17 Years,68.7
"Up-to-Date, Males and Females",Massachusetts,2019,13-17 Years,74.3
"≥2 Doses, Males",Massachusetts,2013,13-17 Years,37.8
